"Name","OptionId","AttributeType","OptionGradeRate01","OptionGradeRate02","OptionGradeRate03","OptionGradeRate04","OptionGradeRate05","OptionGradeRate06","OptionGradeRate07","OptionGradeRate08","OptionGradeRate09","OptionGradeRate10","OptionGradeValue01","OptionGradeValue02","OptionGradeValue03","OptionGradeValue04","OptionGradeValue05","OptionGradeValue06","OptionGradeValue07","OptionGradeValue08","OptionGradeValue09","OptionGradeValue10","OptionGradeValue11","OptionGradeValue12","OptionGradeValue13","OptionGradeValue14","OptionGradeValue15","OptionGradeValue16","OptionGradeValue17","OptionGradeValue18","OptionGradeValue19","OptionGradeValue20","OptionGradeValue21","OptionGradeValue22","OptionGradeValue23","OptionGradeValue24","OptionGradeValue25","OptionGradeValue26","OptionGradeValue27","OptionGradeValue28","OptionGradeValue29","OptionGradeValue30","OptionGradeValue31","OptionGradeValue32","OptionGradeValue33","OptionGradeValue34","OptionGradeValue35","OptionGradeValue36","OptionGradeValue37","OptionGradeValue38","OptionGradeValue39","OptionGradeValue40","OptionGradeValue41","OptionGradeValue42","OptionGradeValue43","OptionGradeValue44","OptionGradeValue45","OptionGradeValue46","OptionGradeValue47","OptionGradeValue48","OptionGradeValue49","OptionGradeValue50","AttributeGrade"
"452","452","6","800","2000","1600","1000","400","2000","2200","0","0","0","250","250","250","250","250","170","170","170","170","170","200","200","200","200","200","220","220","220","220","220","300","300","300","300","300","100","100","100","100","100","130","130","130","130","130","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","0"
"453","453","28","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"454","454","29","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"455","455","30","800","2000","1600","1000","400","2000","2200","0","0","0","40","40","40","40","40","28","28","28","28","28","32","32","32","32","32","36","36","36","36","36","48","48","48","48","48","16","16","16","16","16","22","22","22","22","22","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","0"
"456","456","31","800","2000","1600","1000","400","2000","2200","0","0","0","40","40","40","40","40","28","28","28","28","28","32","32","32","32","32","36","36","36","36","36","48","48","48","48","48","16","16","16","16","16","22","22","22","22","22","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","0"
"457","457","32","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"458","458","33","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"459","459","34","800","2000","1600","1000","400","2000","2200","0","0","0","160","160","160","160","160","112","112","112","112","112","128","128","128","128","128","144","144","144","144","144","192","192","192","192","192","64","64","64","64","64","88","88","88","88","88","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","0"
"460","460","35","800","2000","1600","1000","400","2000","2200","0","0","0","160","160","160","160","160","112","112","112","112","112","128","128","128","128","128","144","144","144","144","144","192","192","192","192","192","64","64","64","64","64","88","88","88","88","88","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","0"
"461","461","38","800","2000","1600","1000","400","2000","2200","0","0","0","40","40","40","40","40","28","28","28","28","28","32","32","32","32","32","36","36","36","36","36","48","48","48","48","48","16","16","16","16","16","22","22","22","22","22","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","0"
"462","462","39","800","2000","1600","1000","400","2000","2200","0","0","0","40","40","40","40","40","28","28","28","28","28","32","32","32","32","32","36","36","36","36","36","48","48","48","48","48","16","16","16","16","16","22","22","22","22","22","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","0"
"463","463","40","800","2000","1600","1000","400","2000","2200","0","0","0","40","40","40","40","40","28","28","28","28","28","32","32","32","32","32","36","36","36","36","36","48","48","48","48","48","16","16","16","16","16","22","22","22","22","22","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","0"
"464","464","41","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"465","465","42","800","2000","1600","1000","400","2000","2200","0","0","0","40","40","40","40","40","28","28","28","28","28","32","32","32","32","32","36","36","36","36","36","48","48","48","48","48","16","16","16","16","16","22","22","22","22","22","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","0"
"466","466","43","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","33","33","33","33","33","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"467","467","44","800","2000","1600","1000","400","2000","2200","0","0","0","50","50","50","50","50","35","35","35","35","35","40","40","40","40","40","45","45","45","45","45","60","60","60","60","60","20","20","20","20","20","27","27","27","27","27","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","0"
"468","468","45","800","2000","1600","1000","400","2000","2200","0","0","0","50","50","50","50","50","35","35","35","35","35","40","40","40","40","40","45","45","45","45","45","60","60","60","60","60","20","20","20","20","20","27","27","27","27","27","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","0"
"469","469","46","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"470","470","47","800","2000","1600","1000","400","2000","2200","0","0","0","30","30","30","30","30","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","36","36","36","36","36","12","12","12","12","12","16","16","16","16","16","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"551","551","1","800","2000","1600","1000","400","2000","2200","0","0","0","2000","2000","2000","2000","2000","1400","1400","1400","1400","1400","1600","1600","1600","1600","1600","1800","1800","1800","1800","1800","2400","2400","2400","2400","2400","800","800","800","800","800","1100","1100","1100","1100","1100","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","0"
"552","552","6","800","2000","1600","1000","400","2000","2200","0","0","0","500","500","500","500","500","350","350","350","350","350","400","400","400","400","400","450","450","450","450","450","600","600","600","600","600","200","200","200","200","200","270","270","270","270","270","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","0"
"553","553","28","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","32","32","32","32","32","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"554","554","29","800","2000","1600","1000","400","2000","2200","0","0","0","60","60","60","60","60","42","42","42","42","42","48","48","48","48","48","54","54","54","54","54","72","72","72","72","72","24","24","24","24","24","32","32","32","32","32","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","0"
"555","555","30","800","2000","1600","1000","400","2000","2200","0","0","0","80","80","80","80","80","56","56","56","56","56","64","64","64","64","64","72","72","72","72","72","96","96","96","96","96","32","32","32","32","32","44","44","44","44","44","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","0"
"556","556","31","800","2000","1600","1000","400","2000","2200","0","0","0","80","80","80","80","80","56","56","56","56","56","64","64","64","64","64","72","72","72","72","72","96","96","96","96","96","32","32","32","32","32","44","44","44","44","44","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","0"
"557","557","32","800","2000","1600","1000","400","2000","2200","0","0","0","240","240","240","240","240","168","168","168","168","168","192","192","192","192","192","216","216","216","216","216","288","288","288","288","288","96","96","96","96","96","132","132","132","132","132","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","0"
"558","558","33","800","2000","1600","1000","400","2000","2200","0","0","0","240","240","240","240","240","168","168","168","168","168","192","192","192","192","192","216","216","216","216","216","288","288","288","288","288","96","96","96","96","96","132","132","132","132","132","240","240","240","240","240","240","240","240","240","240","240","240","240","240","240","0"
"559","559","34","800","2000","1600","1000","400","2000","2200","0","0","0","320","320","320","320","320","224","224","224","224","224","256","256","256","256","256","288","288","288","288","288","384","384","384","384","384","128","128","128","128","128","176","176","176","176","176","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","0"
"560","560","35","800","2000","1600","1000","400","2000","2200","0","0","0","320","320","320","320","320","224","224","224","224","224","256","256","256","256","256","288","288","288","288","288","384","384","384","384","384","128","128","128","128","128","176","176","176","176","176","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","0"
"561","561","38","800","2000","1600","1000","400","2000","2200","0","0","0","80","80","80","80","80","56","56","56","56","56","64","64","64","64","64","72","72","72","72","72","96","96","96","96","96","32","32","32","32","32","44","44","44","44","44","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","0"
"562","562","39","800","2000","1600","1000","400","2000","2200","0","0","0","80","80","80","80","80","56","56","56","56","56","64","64","64","64","64","72","72","72","72","72","96","96","96","96","96","32","32","32","32","32","44","44","44","44","44","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","0"
"563","563","40","800","2000","1600","1000","400","2000","2200","0","0","0","80","80","80","80","80","56","56","56","56","56","64","64","64","64","64","72","72","72","72","72","96","96","96","96","96","32","32","32","32","32","44","44","44","44","44","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","0"
"564","564","41","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"565","565","42","800","2000","1600","1000","400","2000","2200","0","0","0","80","80","80","80","80","56","56","56","56","56","64","64","64","64","64","72","72","72","72","72","96","96","96","96","96","32","32","32","32","32","44","44","44","44","44","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","0"
"566","566","43","800","2000","1600","1000","400","2000","2200","0","0","0","120","120","120","120","120","84","84","84","84","84","96","96","96","96","96","108","108","108","108","108","144","144","144","144","144","48","48","48","48","48","66","66","66","66","66","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","0"
"567","567","44","800","2000","1600","1000","400","2000","2200","0","0","0","100","100","100","100","100","70","70","70","70","70","80","80","80","80","80","90","90","90","90","90","120","120","120","120","120","40","40","40","40","40","54","54","54","54","54","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0"
"568","568","45","800","2000","1600","1000","400","2000","2200","0","0","0","100","100","100","100","100","70","70","70","70","70","80","80","80","80","80","90","90","90","90","90","120","120","120","120","120","40","40","40","40","40","54","54","54","54","54","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0"
